Col1,Col2,Col3
0.6967683,-0.040489342,-0.6178898
0.69642186,-0.04065852,-0.6182782
0.6961905,-0.04077316,-0.6185381
0.6964609,-0.040640254,-0.61823493
0.697304,-0.04022977,-0.6172886
0.6977227,-0.040029287,-0.61681825
0.6974375,-0.040165685,-0.61713856
0.6970555,-0.040349387,-0.6175673
0.6933873,-0.04445994,-0.6278237
0.6931319,-0.044587743,-0.6281065
0.6928363,-0.044736285,-0.6284333
0.69267845,-0.044816285,-0.6286079
0.6928363,-0.044736285,-0.6284333
0.69295466,-0.044676617,-0.6283024
0.69267845,-0.044816285,-0.6286079
0.6923816,-0.04496747,-0.6289362
0.69160455,-0.045368083,-0.6297953
0.6901914,-0.046117444,-0.63136
0.6882743,-0.04718347,-0.63349503
0.6863274,-0.04832905,-0.6356866
0.6850503,-0.049118184,-0.6371411
0.68292046,-0.050503824,-0.63960177
0.6799267,-0.05260774,-0.6431455
0.6769431,-0.054890603,-0.64678264
0.65436786,-0.2577169,-0.74662113
0.64982843,-0.2590952,-0.749764
0.6474625,-0.25985628,-0.75140625
0.6440708,-0.26100284,-0.75376755
0.6421657,-0.26167747,-0.75509834
0.64316654,-0.2613203,-0.75439876
0.646266,-0.26025346,-0.75223833
0.6513424,-0.2586235,-0.74871486
0.6596288,-0.25623935,-0.7429814
0.6707224,-0.25340208,-0.735219
0.6796465,-0.251157,-0.72870654
0.68460757,-0.24980207,-0.72488207
0.68903667,-0.24846254,-0.7212845
0.69365174,-0.24688026,-0.7172978
0.69695413,-0.24559958,-0.71426237
0.6976062,-0.2453294,-0.7136423
0.69256467,-0.24837612,-0.7209821
0.6925008,-0.24840187,-0.7210404
0.6927872,-0.2482844,-0.7207775
0.6914466,-0.24882503,-0.72199744
0.68863416,-0.24988903,-0.7244721
0.685038,-0.25112727,-0.7274868
0.6828513,-0.25182202,-0.729248
0.6820017,-0.25208196,-0.72991925
0.68124986,-0.252308,-0.7305076
0.68056273,-0.2525108,-0.73104084
0.678831,-0.2530097,-0.7323669
0.6784121,-0.25312772,-0.73268396
0.6808037,-0.25243998,-0.7308543
0.682512,-0.25192645,-0.7295169
0.6837635,-0.25153694,-0.7285193
0.68450254,-0.2513007,-0.72792256
0.68238133,-0.24169166,-0.7258329
0.68036896,-0.24231634,-0.72742873
0.6809083,-0.24215133,-0.7270046
0.68184763,-0.24185999,-0.72625977
0.68241465,-0.24168085,-0.7258061
0.6822148,-0.2417443,-0.72596633
0.6817472,-0.2418913,-0.7263398
0.6824814,-0.24165986,-0.72575265
0.6834099,-0.24136126,-0.72500217
0.68324465,-0.24141493,-0.72513646
0.68278044,-0.24156454,-0.725512
0.68258107,-0.24162804,-0.7256725
0.68228126,-0.24172314,-0.7259131
0.68201464,-0.24180739,-0.72612655
0.68158,-0.24194369,-0.7264729
0.6813117,-0.24202687,-0.72668576
0.67865074,-0.24500982,-0.7324296
0.67824095,-0.24513689,-0.7327475
0.6784116,-0.24508369,-0.7326152
0.67844576,-0.24507308,-0.73258877
0.6782067,-0.24514735,-0.7327741
0.6779326,-0.24523109,-0.7329855
0.67786384,-0.2452521,-0.7330384
0.67803544,-0.24519956,-0.7329061
0.6779326,-0.24523109,-0.7329855
0.67762357,-0.24532542,-0.7332233
0.67734843,-0.24540879,-0.7334344
0.67672735,-0.24559528,-0.7339083
0.67579085,-0.24587333,-0.7346177
0.67565197,-0.24591458,-0.7347226
0.67554724,-0.24594513,-0.73480135
0.6744973,-0.24624997,-0.7355868
0.67519087,-0.022698352,-0.6427183
0.6768338,-0.021667372,-0.6409246
0.67811984,-0.0208959,-0.6395293
0.6777125,-0.021136926,-0.6399707
0.6765986,-0.02181244,-0.64118075
0.675848,-0.02228029,-0.6419993
0.6759669,-0.022205224,-0.6418693
0.6766573,-0.02177595,-0.6411169
0.6767163,-0.02173964,-0.64105254
0.675848,-0.02228029,-0.6419993
0.67552996,-0.022481443,-0.64234686
0.67600626,-0.022180144,-0.6418262
0.6761646,-0.022081127,-0.64165336
0.6759669,-0.022205224,-0.6418693
0.6750909,-0.02276296,-0.642828
0.67442745,-0.023194658,-0.64355713
0.6722132,-0.024775386,-0.6490623
0.6729996,-0.024272388,-0.6482151
0.67287916,-0.024348726,-0.64834464
0.67318064,-0.024158789,-0.6480208
0.6732804,-0.024095584,-0.6479132
0.6727185,-0.024451513,-0.64851785
0.6724357,-0.024631798,-0.6488222
0.67239517,-0.02465753,-0.6488656
0.67245597,-0.024618842,-0.6488003
0.6722943,-0.024722787,-0.64897454
0.6719289,-0.02495963,-0.649369
0.67184734,-0.025012437,-0.64945704
0.6719289,-0.02495963,-0.649369
0.6716436,-0.025145866,-0.6496773
0.6711938,-0.025443071,-0.6501647
0.67092675,-0.025621595,-0.6504547
0.65315783,0.08665725,-0.6097382
0.65241164,0.08595825,-0.61067456
0.65301895,0.08652879,-0.6099112
0.65409565,0.087485544,-0.60859495
0.6545225,0.08784394,-0.60808665
0.6541262,0.08751163,-0.60855836
0.653682,0.08712682,-0.60909486
0.6535284,0.086990856,-0.6092823
0.65321964,0.086713396,-0.6096619
0.652708,0.08623975,-0.61030024
0.65239567,0.08594345,-0.61069477
0.652708,0.08623975,-0.61030024
0.65301895,0.08652879,-0.6099112
0.65239567,0.08594345,-0.61069477
0.6515299,0.08508837,-0.6118114
0.6513871,0.08494278,-0.61199886
0.64959085,0.08486669,-0.6150622
0.64984536,0.08511785,-0.6147374
0.6498929,0.08516465,-0.6146769
0.64998806,0.085257284,-0.61455625
0.65006727,0.085333675,-0.6144565
0.6497338,0.085008934,-0.6148792
0.6493193,0.084594145,-0.6154118
0.6492229,0.08449709,-0.6155362
0.6491108,0.08438227,-0.615682
0.6488856,0.084150225,-0.6159761
0.6486432,0.083897345,-0.616295
0.6482865,0.083518155,-0.6167689
0.6481238,0.08334229,-0.61698705
0.6482865,0.083518155,-0.6167689
0.6483357,0.083569996,-0.6167036
0.64831907,0.083552815,-0.61672544
0.650749,-0.2604883,-0.7646306
0.64966816,-0.2607875,-0.76531273
0.6487009,-0.26105422,-0.76591974
0.6478499,-0.26128918,-0.7664515
0.64894354,-0.26098758,-0.76576775
0.65202016,-0.26013562,-0.76382315
0.6535169,-0.25971866,-0.76286477
0.6528883,-0.25989395,-0.7632683
0.6524943,-0.26000378,-0.76352054
0.6524943,-0.26000378,-0.76352054
0.6524549,-0.26001486,-0.7635458
0.6523365,-0.26004776,-0.76362133
0.6527702,-0.25992668,-0.7633439
0.65332067,-0.25977334,-0.7629909
0.6528883,-0.25989395,-0.7632683
0.6531635,-0.259817,-0.76309186
0.6495845,-0.26382124,-0.7697174
0.6496635,-0.26379818,-0.7696678
0.6497035,-0.2637872,-0.76964283
0.65108573,-0.26338917,-0.7687716
0.6530787,-0.26280615,-0.7674992
0.6542401,-0.2624612,-0.7667482
0.6539312,-0.26255348,-0.7669485
0.65369916,-0.26262242,-0.7670988
0.65431714,-0.26243803,-0.76669794
0.6545866,-0.26235703,-0.7665224
0.6553166,-0.26213685,-0.76604515
0.6568416,-0.2616687,-0.7650372
0.65854067,-0.26113448,-0.7638964
0.66040844,-0.26052985,-0.76261896
0.660928,-0.2603586,-0.76225924
0.6606313,-0.26045656,-0.7624649
0.6611558,-0.18500616,-0.7389393
0.6615315,-0.18483855,-0.7386408
0.66165644,-0.1847827,-0.73854125
0.6617501,-0.1847406,-0.73846644
0.66165644,-0.1847827,-0.73854125
0.6613125,-0.18493648,-0.7388149
0.6616877,-0.18476877,-0.7385162
0.6627152,-0.18430723,-0.7376931
0.6626839,-0.18432122,-0.73771816
0.66184384,-0.18469906,-0.7383918
0.66165644,-0.1847827,-0.73854125
0.6625288,-0.18439136,-0.7378431
0.6636427,-0.18388548,-0.73694164
0.6640434,-0.18370265,-0.7366147
0.6638279,-0.18380113,-0.73679084
0.6627152,-0.18430723,-0.7376931
0.65598977,-0.18988457,-0.74807376
0.65646845,-0.18966396,-0.7477034
0.65751684,-0.18917662,-0.74688536
0.65818036,-0.18886514,-0.74636245
0.65821195,-0.18885018,-0.7463374
0.65795964,-0.18896917,-0.7465369
0.65792793,-0.18898363,-0.7465617
0.6576749,-0.18910228,-0.74676096
0.6566276,-0.18959041,-0.7475798
0.6563727,-0.1897081,-0.7477775
0.6577699,-0.18905807,-0.74668616
0.65877867,-0.18858232,-0.7458876
0.6582748,-0.18882021,-0.7462875
0.658086,-0.18890996,-0.74643713
0.6584325,-0.18874592,-0.74616265
0.6583697,-0.18877588,-0.7462126
-0.40269998,0.6812124,-0.7900579
-0.40240267,0.680842,-0.790155
-0.402566,0.68104446,-0.79010224
-0.40261972,0.68111175,-0.7900845
-0.40240267,0.680842,-0.790155
-0.4021548,0.6805364,-0.79023397
-0.40245724,0.6809095,-0.7901374
-0.40327844,0.6819446,-0.7898626
-0.40286037,0.6814134,-0.79000485
-0.40193123,0.68026316,-0.79030377
-0.40267292,0.68117875,-0.7900667
-0.40330398,0.6819776,-0.7898534
-0.40237483,0.680808,-0.7901636
-0.4018466,0.68016,-0.7903301
-0.4028337,0.68137985,-0.79001385
-0.40320075,0.68184555,-0.7898892
-0.4015969,0.6797758,-0.7908597
-0.4015969,0.6797758,-0.7908597
-0.40146476,0.6796067,-0.790905
-0.40103328,0.6790616,-0.7910487
-0.40072948,0.678683,-0.791147
-0.40135774,0.6794708,-0.790941
-0.40198693,0.68027884,-0.7907237
-0.40162295,0.6798092,-0.79085064
-0.40146476,0.6796067,-0.790905
-0.40133098,0.6794369,-0.79094994
-0.40061837,0.67854476,-0.7911825
-0.40078527,0.678752,-0.7911291
-0.40162295,0.6798092,-0.79085064
-0.4018844,0.6801453,-0.7907602
-0.4015182,0.67967474,-0.79088676
-0.40138468,0.6795049,-0.790932
-0.338945,0.6854852,-0.76916724
-0.3390538,0.6855985,-0.7691428
-0.33883512,0.6853713,-0.76919156
-0.33847442,0.68499964,-0.7692703
-0.33804893,0.6845665,-0.76936007
-0.33764216,0.68415743,-0.769443
-0.3375823,0.68409824,-0.7694547
-0.3381633,0.6846826,-0.76933616
-0.33864185,0.68517184,-0.76923394
-0.33833396,0.684856,-0.7693002
-0.33749464,0.68401027,-0.7694724
-0.3375239,0.6840396,-0.76946646
-0.3381633,0.6846826,-0.76933616
-0.33813447,0.68465346,-0.7693421
-0.33799082,0.6845081,-0.7693719
-0.3379041,0.6844205,-0.7693897
-0.31204152,0.67014974,-0.7718073
-0.31140152,0.66948724,-0.77194154
-0.31102613,0.66910356,-0.7720175
-0.31213206,0.67024416,-0.7717878
-0.31348708,0.6716884,-0.7714798
-0.31331953,0.6715064,-0.7715197
-0.31257585,0.6707107,-0.7716906
-0.31254685,0.6706798,-0.7716971
-0.3133753,0.67156714,-0.77150637
-0.31397903,0.67222804,-0.77135915
-0.3134038,0.6715976,-0.77149993
-0.31275025,0.67089593,-0.7716513
-0.3130083,0.67117155,-0.77159244
-0.31348708,0.6716884,-0.7714798
-0.3136248,0.67183876,-0.77144647
-0.31320718,0.6713853,-0.7715461
-0.21402653,0.6656178,-0.7439727
-0.21396144,0.665567,-0.7439757
-0.21350075,0.6652084,-0.74399567
-0.21316601,0.6649495,-0.7440094
-0.21363318,0.6653112,-0.74399
-0.21431738,0.665846,-0.74395925
-0.2143493,0.665871,-0.7439578
-0.21431738,0.665846,-0.74395925
-0.2148261,0.6662475,-0.74393445
-0.21559946,0.66686577,-0.74389243
-0.21610735,0.6672778,-0.74386215
-0.21577941,0.66701144,-0.74388194
-0.21507639,0.6664466,-0.7439213
-0.21476348,0.666198,-0.7439374
-0.21488908,0.6662977,-0.74393106
-0.2146047,0.66607225,-0.7439454
-0.20063682,0.6584613,-0.7452044
-0.20114909,0.65887624,-0.7451748
-0.20152676,0.6591847,-0.7451516
-0.20140195,0.65908265,-0.7451593
-0.20130798,0.65900564,-0.74516517
-0.20114909,0.65887624,-0.7451748
-0.20114909,0.65887624,-0.7451748
-0.20114909,0.65887624,-0.7451748
-0.20099029,0.6587474,-0.7451841
-0.20114909,0.65887624,-0.7451748
-0.20130798,0.65900564,-0.74516517
-0.20102254,0.6587734,-0.74518216
-0.20102254,0.6587734,-0.74518216
-0.20124486,0.6589539,-0.74516916
-0.20133899,0.659031,-0.7451634
-0.20133899,0.659031,-0.7451634
-0.2620589,0.65628576,-0.76684016
-0.26151752,0.65572584,-0.766947
-0.26229465,0.65653217,-0.76679236
-0.26301304,0.6572928,-0.7666409
-0.26247016,0.6567161,-0.7667564
-0.26173028,0.6559446,-0.7669057
-0.26145735,0.65566367,-0.7669588
-0.26114923,0.65534896,-0.7670173
-0.26124197,0.6554435,-0.7669997
-0.2617604,0.6559758,-0.76689976
-0.2617604,0.6559758,-0.76689976
-0.26148754,0.6556946,-0.76695293
-0.2620589,0.65628576,-0.76684016
-0.26295725,0.6572331,-0.7666529
-0.26312557,0.6574137,-0.7666162
-0.2630697,0.65735346,-0.7666286
-0.26337603,0.6583508,-0.7660517
-0.26329294,0.65826195,-0.7660698
-0.26217827,0.6570854,-0.76630336
-0.26080772,0.6556859,-0.7665642
-0.26142845,0.6563137,-0.7664494
-0.2626441,0.65757215,-0.76620847
-0.26292887,0.65787315,-0.7661486
-0.26312578,0.65808296,-0.7661063
-0.2628151,0.65775305,-0.7661724
-0.26309794,0.6580529,-0.7661123
-0.26472527,0.65983593,-0.7657352
-0.265076,0.6602339,-0.7656462
-0.26439184,0.65946263,-0.765817
-0.26431355,0.6593758,-0.7658357
-0.26402473,0.6590564,-0.7659043
-0.2632655,0.6582323,-0.76607597
-0.25401914,0.65823275,-0.76322365
-0.25432822,0.65855294,-0.7631626
-0.25468656,0.658928,-0.7630898
-0.25517023,0.6594413,-0.7629874
-0.25493017,0.6591853,-0.7630389
-0.25432822,0.65855294,-0.7631626
-0.25438392,0.65861106,-0.7631512
-0.25468656,0.658928,-0.7630898
-0.25465897,0.6588993,-0.76309526
-0.25438392,0.65861106,-0.7631512
-0.25430053,0.6585241,-0.7631681
-0.25438392,0.65861106,-0.7631512
-0.25452217,0.6587553,-0.76312345
-0.25449464,0.6587265,-0.7631291
-0.25432822,0.65855294,-0.7631626
-0.25413242,0.65834975,-0.76320153
-0.2510245,0.65633154,-0.76363
-0.25128102,0.6565971,-0.7635796
-0.2520816,0.6574403,-0.76341516
-0.25178224,0.65712255,-0.76347804
-0.25130934,0.65662664,-0.76357394
-0.25169855,0.657035,-0.7634951
-0.25189173,0.6572385,-0.7634552
-0.25144973,0.6567732,-0.7635458
-0.25142145,0.6567437,-0.76355153
-0.25169855,0.657035,-0.7634951
-0.25175473,0.6570936,-0.7634836
-0.2515051,0.65683144,-0.7635346
-0.25113887,0.65644974,-0.76360774
-0.25032437,0.6556152,-0.7637621
-0.25002494,0.655313,-0.76381654
-0.25064802,0.6559448,-0.7637019
-0.21787247,0.65550107,-0.7536846
-0.21874021,0.656312,-0.75356984
-0.21967584,0.6572085,-0.7534342
-0.21951404,0.6570518,-0.7534586
-0.21893652,0.6564982,-0.7535425
-0.21899296,0.6565516,-0.75353444
-0.21907571,0.65663075,-0.7535226
-0.21888053,0.65644515,-0.75355005
-0.21874021,0.656312,-0.75356984
-0.21882373,0.65639144,-0.7535581
-0.21921405,0.65676296,-0.75350285
-0.21959499,0.65713024,-0.75344646
-0.21943285,0.6569734,-0.7534707
-0.21913098,0.65668356,-0.7535147
-0.21845506,0.65604365,-0.7536085
-0.21772422,0.65536416,-0.7537033
-0.21457198,0.65436083,-0.7534652
-0.21498051,0.65474117,-0.7534123
-0.2148351,0.6546056,-0.75343126
-0.21436532,0.65416956,-0.75349134
-0.21418594,0.6540046,-0.7535135
-0.21433541,0.6541419,-0.7534953
-0.21433541,0.6541419,-0.7534953
-0.21418594,0.6540046,-0.7535135
-0.21415566,0.6539766,-0.7535175
-0.21430495,0.6541141,-0.75349873
-0.21436532,0.65416956,-0.75349134
-0.21430495,0.6541141,-0.75349873
-0.21415566,0.6539766,-0.7535175
-0.21351528,0.65339345,-0.75359327
-0.21253322,0.65251404,-0.75370187
-0.21275869,0.6527146,-0.75367767
-0.15087913,0.65044874,-0.7342784
-0.15018632,0.6499563,-0.7342653
-0.14915046,0.6492278,-0.7342426
-0.14863802,0.6488702,-0.7342303
-0.15032637,0.6500555,-0.7342681
-0.15208444,0.6513171,-0.7342954
-0.15125278,0.65071666,-0.73428434
-0.15288934,0.6519054,-0.73430336
-0.15494598,0.6534476,-0.73430574
-0.15391123,0.65266454,-0.73430777
-0.15323453,0.6521605,-0.7343055
-0.15342106,0.65229887,-0.73430634
-0.15394148,0.65268713,-0.73430777
-0.15551443,0.65388584,-0.734301
-0.15622945,0.65444446,-0.7342918
-0.15523258,0.6536678,-0.7343038
-0.15087156,0.6511236,-0.7346172
-0.15157187,0.6516609,-0.7346124
-0.15249532,0.6523826,-0.7346003
-0.15265876,0.65251195,-0.7345973
-0.1523859,0.65229625,-0.7346021
-0.15208112,0.652057,-0.7346066
-0.15199749,0.65199167,-0.7346076
-0.151828,0.65185976,-0.7346096
-0.1516009,0.65168345,-0.73461205
-0.15168568,0.65174925,-0.7346113
-0.15136988,0.65150535,-0.734614
-0.15096042,0.65119153,-0.7346167
-0.15107775,0.65128136,-0.73461604
-0.151341,0.65148324,-0.7346143
-0.15171453,0.6517715,-0.734611
-0.15216446,0.6521223,-0.73460555
-0.14998251,0.65243703,-0.7334233
-0.14925045,0.6518852,-0.7334211
-0.1493395,0.6519518,-0.73342156
-0.1493395,0.6519518,-0.73342156
-0.1493395,0.6519518,-0.73342156
-0.14928055,0.6519074,-0.73342144
-0.14907093,0.651751,-0.7334201
-0.1496058,0.6521516,-0.73342276
-0.14957623,0.6521294,-0.73342264
-0.1486768,0.6514582,-0.7334169
-0.1481507,0.6510705,-0.7334114
-0.1481507,0.6510705,-0.7334114
-0.14879926,0.65154874,-0.73341817
-0.1503533,0.65271956,-0.73342305
-0.15107352,0.65327597,-0.7334191
-0.15006895,0.65250254,-0.73342335
-0.15280104,0.65380555,-0.73311156
-0.15350223,0.6543307,-0.7331153
-0.1544278,0.65503603,-0.73311496
-0.15459135,0.65516216,-0.7331143
-0.15431859,0.6549518,-0.73311543
-0.15401274,0.6547177,-0.73311603
-0.15392818,0.6546536,-0.733116
-0.15375917,0.65452504,-0.7331159
-0.15353118,0.65435237,-0.73311543
-0.1536169,0.65441734,-0.7331156
-0.15329987,0.65417856,-0.73311454
-0.15288998,0.6538719,-0.7331122
-0.15300849,0.6539601,-0.7331131
-0.15327094,0.6541567,-0.7331145
-0.15364502,0.6544387,-0.7331156
-0.1540963,0.65478194,-0.73311573
-0.22011128,0.662326,-0.74993855
-0.21945876,0.66171265,-0.75002474
-0.21953806,0.6617866,-0.7500145
-0.21953806,0.6617866,-0.7500145
-0.2195123,0.6617622,-0.750018
-0.2195123,0.6617622,-0.750018
-0.2192982,0.6615634,-0.7500452
-0.2195123,0.6617622,-0.750018
-0.22008598,0.6623019,-0.7499419
-0.2204401,0.6626404,-0.7498922
-0.22090831,0.66309416,-0.7498231
-0.22143112,0.6636109,-0.7497407
-0.22126715,0.66344756,-0.74976724
-0.22085926,0.66304636,-0.74983054
-0.2206633,0.662856,-0.7498597
-0.2198019,0.6620334,-0.74998015
-0.2251672,0.6649974,-0.7490363
-0.22370397,0.66372466,-0.7491773
-0.2210682,0.6615284,-0.749381
-0.21659051,0.65799826,-0.7496226
-0.21170156,0.6543353,-0.7497865
-0.20386665,0.64872307,-0.74991405
-0.19448946,0.64225066,-0.7499362
-0.18845625,0.63816935,-0.7499047
-0.18308721,0.63457036,-0.7498568
-0.17711467,0.6305907,-0.7497883
-0.17218287,0.62731534,-0.74972343
-0.16987264,0.6257829,-0.74969095
-0.16963905,0.6256282,-0.74968755
-0.17033774,0.6260915,-0.7496974
-0.17347358,0.628172,-0.7497409
-0.18176538,0.6336878,-0.74984294
-0.30321488,0.6406634,-0.78451335
-0.31800875,0.6540385,-0.78268784
-0.32709253,0.6634294,-0.7808836
-0.33035323,0.6673038,-0.7799488
-0.33257154,0.67024493,-0.77913976
-0.33485326,0.67374533,-0.77803826
-0.33609995,0.6760604,-0.7772088
-0.33644816,0.6768047,-0.77692187
-0.33634764,0.6765833,-0.7770083
-0.3363708,0.67663294,-0.7769891
-0.3364597,0.6768295,-0.7769123
-0.33619645,0.6762606,-0.7771326
-0.33556548,0.6750139,-0.777595
-0.33469254,0.6734747,-0.7781296
-0.3337011,0.6718947,-0.7786414
-0.33275878,0.67051,-0.7790619
-0.35869953,0.6838259,-0.7772488
-0.3571272,0.68185616,-0.77778155
-0.35529363,0.67971987,-0.7783095
-0.3551271,0.6795321,-0.7783538
-0.3567276,0.6813778,-0.7779039
-0.35845864,0.68351394,-0.77733636
-0.35850284,0.68357074,-0.7773205
-0.3573955,0.6821819,-0.77769655
-0.35758686,0.68241674,-0.7776346
-0.35845864,0.68351394,-0.77733636
-0.35859045,0.6836844,-0.7772887
-0.35807693,0.68302727,-0.7774704
-0.35765836,0.68250465,-0.7776114
-0.35859045,0.6836844,-0.7772887
-0.35948917,0.68488175,-0.7769427
-0.3593283,0.6846622,-0.77700776
-0.31299052,0.695753,-0.75402987
-0.3127179,0.6954862,-0.7540793
-0.3126716,0.6954417,-0.7540871
-0.31285492,0.69561994,-0.75405467
-0.3126716,0.6954417,-0.7540871
-0.31234315,0.69512624,-0.75414324
-0.31183636,0.69464684,-0.7542258
-0.31128404,0.69413495,-0.75430995
-0.3109744,0.6938522,-0.75435466
-0.31086975,0.69375706,-0.7543695
-0.31057805,0.69349444,-0.75440955
-0.3104438,0.6933743,-0.75442773
-0.31130984,0.6941586,-0.75430614
-0.31236783,0.6951493,-0.7541394
-0.31229636,0.6950812,-0.7541514
-0.31181124,0.6946236,-0.7542296
-0.33549148,0.7068793,-0.7518626
-0.33544275,0.706836,-0.75186914
-0.33492798,0.70637983,-0.7519377
-0.33447102,0.7059818,-0.7519951
-0.3343938,0.70591503,-0.75200444
-0.33436772,0.70589244,-0.7520076
-0.33381224,0.70541877,-0.7520715
-0.33315444,0.7048666,-0.7521425
-0.33252883,0.7043507,-0.7522046
-0.33188125,0.7038251,-0.7522647
-0.33241272,0.7042558,-0.7522159
-0.33359596,0.70523596,-0.75209564
-0.3340261,0.7056002,-0.7520474
-0.33459964,0.70609295,-0.75197935
-0.3358698,0.7072209,-0.7518086
-0.33635026,0.7076624,-0.75173575
0.6306466,-0.02170854,-0.656414
0.6278473,-0.0218601,-0.6586455
0.62684935,-0.021940231,-0.6594498
0.62861454,-0.021807913,-0.6580304
0.6312212,-0.02169025,-0.65595984
0.6317189,-0.02167756,-0.6555674
0.6311446,-0.021692542,-0.6560204
0.63072324,-0.021706216,-0.6563534
0.62968844,-0.021748815,-0.65717417
0.62796235,-0.021851642,-0.6585532
0.6266958,-0.021954203,-0.6595741
0.6266958,-0.021954203,-0.6595741
0.6274637,-0.021889472,-0.65895414
0.6274252,-0.021892302,-0.65898514
0.6276555,-0.021874608,-0.6587998
0.6290366,-0.021782922,-0.6576934
0.64634025,-0.011018968,-0.62541336
0.6451171,-0.011008093,-0.62646234
0.64385384,-0.011020697,-0.6275556
0.6434705,-0.011029218,-0.62788916
0.6442366,-0.011014022,-0.627223
0.6443898,-0.0110119665,-0.6270903
0.64362395,-0.0110255545,-0.6277556
0.643087,-0.011040276,-0.62822413
0.64274186,-0.011052373,-0.62852645
0.64235854,-0.011068525,-0.6288634
0.6421283,-0.011079162,-0.6290662
0.6418977,-0.011090427,-0.62926966
0.6415137,-0.011111672,-0.62960935
0.6412829,-0.01112541,-0.6298139
0.6411294,-0.011135542,-0.6299505
0.6409755,-0.011145226,-0.6300872
0.56664515,0.33671638,-0.49955574
